,Item Number,Weight,Season,Sourced From,Made In,Lifestage,Breed Size,Food Form,Special Diet,name,Ingredients,Reccomendation Rate,Rating,Review Count,Shop Conscious,Packaging Type,Food Texture,Dimensions,Test Type,Administration Form,Product Form,Drug Type,Dog Breed,Grooming Feature,Health Condition,NASC Certified,Age Requirement,Restricted Availability,Toy Feature,Toy Flavor,Material,Farm Animal Type
254796,254796,22 pounds,,"United States, France, Belgium",United States,Adult,"Large Breeds, Medium Breeds, Small Breeds, All Breeds",Dry Food,"No Corn No Wheat No Soy, Limited Ingredient Diet, With Grain, Premium","BIXBI Liberty Game Bird Feast Fresh Turkey, Quail & Duck Dry Dog Food","Deboned Turkey, Oats, Egg, Sorghum, Deboned Duck, Deboned Quail, Dicalcium Phosphate, Natural Turkey Flavor, Natural Vegetable Flavor, Potassium Chloride, Salt, Choline Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Riboflavin Supplement, Vitamin A Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement), Salmon Oil, Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Calcium Phosphate, Mixed Tocopherols (A Preservative), Rosemary Extract, Taurine, Calcium Carbonate, Dandelion Greens, L-Threonine, L-Carnitine, L-Tryptophan.",74.0,3.9,19.0,,,,,,,,,,,,,,,,,,
88360,88360,14.5 pounds,N/A,,,Senior,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Sensitive Digestion, Grain-Free, Limited Ingredient Diet, Weight Control, Gluten Free, Pea-Free, Low-Protein",Firstmate Limited Ingredient Diet Grain-Free Pacific Ocean Fish Meal Weight Control Formula Dry Dog Food,"Potato, Pacific Ocean Fish Meal, Tomato Pomace, Chicken Fat* (Preserved with Mixed Tocopherols), Fish Oil, Dicalcium Phosphate, Choline Chloride, Calcium Propionate (Preservative), Yucca Schidigera Extract, Minerals (Zinc Proteinate, Iron Proteinate, Manganese Proteinate, Copper Proteinate, Iodine, Cobalt Carbonate, Selenium Yeast), Vitamins (Vitamin E Supplement, Riboflavin, Niacin, D-Pantothenic Acid, Thiamine Hydrochloride, Vitamin A Supplement, Pyridoxine Hydrochloride, Biotin, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement), Yeast Extract (a Source of Prebiotics) Glucosamine Hydrochloride.",89.0,4.3,45.0,,,,,,,,,,,,,,,,,,
73639,73639,5 pounds,N/A,,,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"High-Protein, Pea-Free, With Grain","Wysong Fundamentals Dry Dog & Cat Food, 5-lb bag","Chicken Meal, Brown Rice, Organic Chicken, Chicken Fat (preserved with Mixed Tocopherols), Natural Flavor, Calcium Carbonate, Taurine, Calcium Propionate (a preservative), Choline Chloride, Citric Acid (a preservative), Yeast Extract, Mixed Tocopherols (a preservative), Rosemary Extract, Inulin, Yeast Culture, Minerals (Potassium Chloride, Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Vitamins (Ascorbic Acid [source of Vitamin C], Vitamin E Supplement, Niacin Supplement, Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Dried Aspergillus Oryzae Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Lactobacillus Lactis Fermentation Product.",87.0,4.3,30.0,,,,,,,,,,,,,,,,,,
264557,264557,11 pounds,,Various,United States,Adult,Medium Breeds,Dry Food,"No Corn No Wheat No Soy, With Grain, Natural",Blue Buffalo True Solutions Best Life Medium Breed Adult Dry Dog Food,"Deboned Chicken, Chicken Meal, Brown Rice, Oatmeal, Barley, Salmon Meal, Chicken Fat (preserved with Mixed Tocopherols), Flaxseed (source of Omega 6 Fatty Acids), Dried Plain Beet Pulp, Natural Flavor, Dried Egg Product, Fish Oil (source of Omega 3 Fatty Acids), Potassium Chloride, Direct
Dehydrated Alfalfa Pellets, Salt, Dried Tomato Pomace, Hydrolyzed yeast, Fructooligosaccharides, Alfalfa Nutrient Concentrate, Calcium Carbonate, Yeast Culture, Choline Chloride, L-Threonine, Vitamin E Supplement, Taurine, L-Tryptophan, DL-Methionine, preserved with Mixed Tocopherols, Sweet Potatoes, Carrots, L-Carnitine, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Garlic, Zinc Amino Acid Chelate, Zinc Sulfate, Vegetable Juice for color, Ferrous Sulfate, Iron Amino Acid Chelate,
Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), Copper Sulfate, L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Copper Amino Acid Chelate, Manganese Sulfate, Manganese Amino Acid Chelate, Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Iodate, Folic Acid (Vitamin B9), Sodium Selenite, Oil of Rosemary.",75.0,4.0,4.0,,,,,,,,,,,,,,,,,,
213933,213933,4.4 pounds,N/A,United States,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds",Dry Food,"Grain-Free, Gluten Free, High-Protein, Pea-Free, No Corn No Wheat No Soy, Natural, Premium",Nature's Logic Canine Chicken Meal Feast Grain-Free Dry Dog Food,"Chicken Meal (Source Of Methionine-Cystine), Tapioca Root, Chicken Fat (Preserved With Mixed Tocopherols), Menhaden Fish Meal (Source Of Taurine), Spray Dried Chicken Liver, Pumpkin Seed, Yeast Culture, Dried Egg Product, Montmorillonite Clay, Dried Kale, Dried Kelp, Spray Dried Porcine Plasma, Dried Tomato, Dried Chicory Root, Dried Apple, Dried Carrot, Dried Pumpkin, Dried Blueberry, Dried Apricot, Dried Spinach, Dried Broccoli, Dried Parsley, Dried Cranberry, Dried Artichoke, Dried Mushroom, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Bifidobacterium Bifidum Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bacillus Coagulans Fermentation Product, Dried Pineapple Extract, Dried Aspergillus Niger Fermentation Extract, Dried Aspergillus Oryzae Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract",88.0,4.2,26.0,Natural,,,,,,,,,,,,,,,,,
298700,298700,,N/A,,,Adult,"Small Breeds, Medium Breeds, Extra Small Breeds, Large Breeds, All Breeds","Freeze-Dried, Dry Food, Food Topping","Grain-Free, No Corn No Wheat No Soy, Gluten Free, High-Protein",Bundle: Wellness CORE Small Breed Turkey & Chicken Recipe Dry Food + Bowl Boosters Bare Turkey Freeze-Dried Dog Food Mixer or Topper,,100.0,5.0,2.0,,,,,,,,,,,,,,,,,,
145219,145219,3.5 pounds,N/A,N/A,N/A,Adult,"Extra Small Breeds, Small Breeds",Dry Food,Grain-Free,Tiki Dog Aloha Petites Fish Luau Grain-Free Dry Dog Food,"Fresh Herring, Herring Meal, Peas, Chicken Liver, Lentils, Chickpeas, Tapioca, Chicken Fat (Preserved With Mixed Tocopherols And Citric Acid), Natural Chicken Flavor, Ground Whole Flaxseed, Coconut, Dicalcium Phosphate, Brewer's Yeast, Salmon Oil, Monosodium Phosphate, Calcium Carbonate, Choline Chloride, Sea Salt, Fructooligosaccharide (Prebiotic), Zinc Proteinate, Iron Proteinate, Rosemary Extract, Vitamin E Supplement, Copper Proteinate, Manganese Proteinate, Niacin Supplement (Vitamin B3), Vitamin A Acetate, Calcium D-Pantothenate, Riboflavin Supplement (Vitamin B2), Thiamine Mononitrate (Vitamin B1), Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Iodate, Folic Acid, Sodium Selenite.",90.0,4.0,10.0,,,,,,,,,,,,,,,,,,
342145,342145,8.8 pounds,,Ukraine,Ukraine,Puppy,"Extra Small Breeds, Small Breeds",Dry Food,"Natural, No Corn No Wheat No Soy, Sensitive Digestion, High Fiber, Non-GMO",Optimeal Puppy Skin & Digestive Support Lamb & Rice Recipe Toy Breed Dry Dog Food,"Deboned Lamb, Rice, Chicken Meal, Barley, Turkey Meal, Poultry Fat (preserved with Mixed Tocopherols), Potato Protein, Pea Protein, Oats, Natural Flavor, Dried Plain Beet Pulp, Dicalcium Phosphate, Salmon Oil, Powdered Cellulose, Calcium Carbonate, Dried Egg  Product, Flaxseed, Dried Chicory Root, Salt, Brewer's Dried Yeast, Choline Chloride, L-threonine, Sodium Hexametaphosphate, Potassium Chloride, Vitamin E Supplement, Taurine, Dried Cranberries, Dried Blueberries, Zinc Sulfate, Dried Pot Marigold, Rosemary Extract, Yucca Schidigera Extract, Chamomile, Turmeric, Fructooligosaccharide, Ascorbic Acid (source of Vitamin C), Thyme, Iron Sulfate, Calcium Pantothenate, Niacin Supplement, Biotin, Riboflavin Supplement, Copper Sulfate, Vitamin A Acetate, Vitamin B12 Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Potassium Iodide, Sodium Selenite, Folic Acid, Vitamin D3 Supplement.",67.0,3.7,3.0,"Natural, Non-GMO",,,,,,,,,,,,,,,,,
77813,77813,5.5 pounds,N/A,Various,Italy,Adult,"Small Breeds, Extra Small Breeds",Dry Food,"Low Glycemic, Grain-Free, Gluten Free, Non-GMO, Natural, Premium",Farmina Natural & Delicious Chicken Grain-Free Mini Breed Formula Dry Dog Food,"boneless chicken, dehydrated chicken, sweet potatoes, chicken fat, dried whole eggs, herring, dehydrated herring, herring oil, pea fiber, dried carrot, suncured alfalfa meal, inulin, fructooligosaccharide, yeast extract, dried pomegranate, dried apple, dried spinach, psyllium seed husk, dried sweet orange, dried blueberry, salt, brewers dried yeast, turmeric, glucosamine hydrochloride, chondroitin sulfate, vitamin A supplement, vitamin D3 supplement, vitamin E supplement, ascorbic acid, niacin, calcium pantothenate, riboflavin, pyridoxine hydrochloride, thiamine mononitrate, biotin, folic acid, vitamin B12 supplement, choline chloride, beta-carotene, zinc methionine hydroxy analogue chelate, manganese methionine hydroxy analogue chelate, ferrous glycine, copper methionine hydroxy analogue chelate, selenium yeast, DL-Methionine, taurine, L-Carnitine, aloe vera gel concentrate, green tea extract, rosemary extract, mixed tocopherols (a preservative).",92.0,4.6,48.0,"Natural, Non-GMO",,,,,,,,,,,,,,,,,
298084,298084,,N/A,,,Senior,"All Breeds, Small Breeds, Medium Breeds, Extra Small Breeds, Large Breeds","Dry Food, Wet Food",With Grain,"Bundle: Hill's Science Diet Adult 7+ Small Bites Chicken Meal, Barley & Rice Recipe Dry Food + Chicken & Barley Entree Canned Dog Food",,75.0,3.9,12.0,,Can,Minced,,,,,,,,,,,,,,,
75441,75441,2.5 pounds,N/A,Various,Various,Puppy,"Small Breeds, Extra Small Breeds",Dry Food,With Grain,Royal Canin Breed Health Nutrition Dachshund Puppy Dry Dog Food,"Chicken By-Product Meal, Brewers Rice, Brown Rice, Corn, Wheat Gluten, Chicken Fat, Dried Plain Beet Pulp, Natural Flavors, Vegetable Oil, Fish Oil, Calcium Carbonate, Sodium Silico Aluminate, Monocalcium Phosphate, Salt, Fructooligosaccharides, Potassium Chloride, Dl-Methionine, Sodium Tripolyphosphate, Hydrolyzed Yeast, Vitamins [Dl-Alpha Tocopherol Acetate (Source of Vitamin E), Inositol, Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], L-Lysine, Choline Chloride, Taurine, Marigold Extract (Tagetes Erecta L.), Glucosamine Hydrochloride, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], L- Carnitine, Chondroitin Sulfate, Rosemary Extract, Preserved with Mixed Tocopherols and Citric Acid.",97.0,4.7,76.0,,,,,,,,,Dachshund,,,,,,,,,
247169,247169,25 pounds,N/A,Various,United States,Adult,"Large Breeds, Giant Breeds",Dry Food,With Grain,"Earthborn Holistic Large Breed Dry Dog Food, 25-lb bag","Chicken Meal (Natural Source of Glucosamine and Chondroitin), Brown Rice, Pearled Barley, Oatmeal, Sweet Potato, Pacific Whiting Meal (Natural Source of Glucosamine and Chondroitin), Chicken Fat (Preserved with Mixed Tocopherols), Dried Yeast, Flaxseed, Dried Egg, Natural Flavors, Apples, Blueberries, Cranberries, Carrots, Spinach, Dicalcium Phosphate, Potassium Chloride, Salt, Choline Chloride, DL-Methionine, L-Lysine, Taurine, Beta-Carotene, L-Carnitine, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, Folic Acid, Biotin, Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Vitamin B12 Supplement), Minerals (Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Calcium Iodate, Sodium Selenite, Cobalt Carbonate), Yucca Schidigera Extract, Rosemary Extract, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, and Dried Lactobacillus Acidophilus Fermentation Product.",70.0,3.5,27.0,,,,,,,,,,,,,,,,,,
569086,569086,30 pounds,,United States,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds",Dry Food,"Natural, Flax-Free, No Corn No Wheat No Soy, Sensitive Digestion",American Natural Premium Market Fresh Beef Recipe with Carrots & Cauliflower Dry Dog Food,"Beef, Pork Meal, Oat Flour, Pearled Barley, Spray Dried Egg Product, Brown Rice, Ground Grain Sorghum, Menhaden Fish Meal, Dried Plain Beet Pulp, Sunflower Oil (Preserved With Mixed Tocopherols), Cauliflower, Beef Hearts, Beef Liver, Brewer's Dried Yeast, Pumpkin, Carrots, Natural Flavor, Tomato Pomace, Menhaden Fish Oil, Salt, Dried Chicory Root, Yeast Extract, Choline Chloride, Vitamins (Vitamin E Supplement, Calcium Pantothenate, Niacin Supplement, Vitamin A Supplement, Riboflavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Folic Acid), Minerals (Calcium Carbonate, Zinc Proteinate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Oryzae Fermenation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract.",100.0,5.0,1.0,Natural,,,,,,,,,,,,,,,,,
263417,263417,37.5 pounds,,Various,United States,Adult,"Large Breeds, Medium Breeds, Small Breeds, All Breeds",Dry Food,"High-Protein, Weight Control, With Grain","Purina Pro Plan Sport Active All Life Stages High-Protein 27/17 Chicken & Rice Formula Dry Dog Food, 37.5-lb bag","Chicken, Rice, Whole Grain Wheat, Poultry By-Product Meal (Source Of Glucosamine), Corn Gluten Meal, Beef Fat Preserved With Mixed-Tocopherols, Whole Grain Corn, Corn Germ Meal, Fish Meal (Source Of Glucosamine), Dried Egg Product, Natural Flavor, Fish Oil, Salt, Calcium Carbonate, Potassium Chloride, Mono And Dicalcium Phosphate, VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], Choline Chloride, MINERALS [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], L-Lysine Monohydrochloride, DL-Methionine, L-Ascorbyl-2-Polyphosphate (Vitamin C), Dried Bacillus Coagulans Fermentation Product, Garlic Oil.",79.0,4.1,19.0,,,,,,,,,,,,,,,,,,
366848,366848,27 pounds,,Various,United States,Adult,"All Breeds, Small Breeds, Medium Breeds, Large Breeds",Dry Food,"No Corn No Wheat No Soy, Limited Ingredient Diet, Human-Grade, Non-GMO, High Fiber, High-Protein, Molasses-Free, Sensitive Digestion, Natural, With Grain",Nutro SO SIMPLE Adult Chicken & Rice Recipe Natural Dry Dog Food,"Chicken, Whole Grain Brown Rice, Whole Grain Barley, Chicken Meal, Split Peas, Chicken Fat (Preserved With Mixed Tocopherols), Natural Flavor, Whole Flaxseed, Potassium Chloride, Choline Chloride, Salt, DL-Methionine, Citric Acid (Preservative), Mixed Tocopherols (preservative), Vitamin E Supplement, Ferrous Sulfate, Zinc Oxide, Sodium Selenite, Ascorbic Acid (Vitamin C), Manganese Sulfate, Copper Sulfate, D-Calcium Pantothenate, Biotin, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Vitamin A Supplement, Niacin Supplement, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Vitamin D3 Supplement, Manganous Oxide, Potassium Iodide, Folic Acid, Rosemary Extract.",96.0,4.6,227.0,"Human-Grade, Non-GMO, Natural",,,,,,,,,,,,,,,,,
772670,772670,,N/A,,,Adult,"Medium Breeds, All Breeds, Large Breeds, Small Breeds","Treats, Dry Food",,"Bundle: Rachael Ray Nutrish Real Beef, Pea, & Brown Rice Recipe Dry Food + Soup Bones Beef & Barley Flavor Dog Treats",,100.0,5.0,2.0,,,,,,,,,,,,,,,,,,
680678,680678,25 pounds,,Canada,Canada,Adult,Large Breeds,Dry Food,"No Corn No Wheat No Soy, Pea-Free","Firstmate Large Breed Puppy Formula Dry Dog Food, 25-lb bag",Ocean Fish Meal  Oatmeal  Brown Rice  Chicken Fat (preserved with mixed tocopherols)  Lamb Meal  Tomato Pomace  Brewer's Dried Yeast  Potassium Chloride  Dicalcium Phosphate  Choline Chloride  Blueberries  Raspberries  Cranberries  Calcium Propionate  Minerals: (Zinc Proteinate  Iron Proteinate  Calcium Carbonate  Manganese Proteinate  Copper Proteinate  Selenium Yeast  Calcium Iodate)  Vitamins: (Vitamin E Supplement  Niacin  Thiamine Mononitrate  D-pantothenic Acid  Vitamin A Supplement  Riboflavin  Pyridoxine Hydrochloride  Biotin  Vitamin B12 Supplement  Vitamin D3 Supplement  Folic Acid)  Rosemary Extract.,71.0,3.4,7.0,,,,,,,,,,,,,,,,,,
211401,211401,30 pounds,N/A,,,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"No Corn No Wheat No Soy, Sensitive Digestion, With Grain","Total Feeds Total Canine Dog Food, 30-lb bag","Porcine Meat Meal, Sorghum, Chicken Fat (naturally preserved with mixed tocopherols and citric acid), Rice Bran, Chicken Meal, Rice, Peas, Barley, Dried Beet Pulp, Dried Seaweed Meal, Fucaceae, Diatomaceous Earth (an inert carrier and anti-caking agent), Salt, Choline Chloride, Calcium Carbonate, Magnesium Oxide, Magnesium Amino Acid Chelate, Yucca Shidigera Extract, DL-Methionine, Biotin Supplement, L-Lysine Monohydrochloride, Selenium Yeast, Zinc Amino Acid Chelate, Manganese Amino Acid Chelate, Zinc Hydroxychloride, Manganese Hydroxychloride, Ascorbic Acid, Vitamin A Supplement, D-Activated Animal Sterol (a source of vitamin D3 activity), Vitamin E Supplement, Mixed Tocopherols, Citric Acid, Ferrous Sulfate, Copper Amino Acid Chelate, Copper Hydroxychloride, Biotin, Vitamin B12 Supplement, Niacin Supplement, Thiamine Mononitrate, D-Calcium, Pantothenate, Pyridoxine Hydrochloride, Cobalt Carbonate, Folic Acid, 
Lactobacillus Acidophilus Fermentation Product 
Dehydrated, Lactobacillus Casei Fermentation 
Product Dehydrated, Bifido Bacterium Bifidum 
Fermentation Product Dehydrated, Enterococcus 
Faecium Fermentation Product Dehydrated",82.0,4.3,11.0,,,,,,,,,,,,,,,,,,
151129,151129,25 pounds,N/A,,United States,Puppy,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"No Corn No Wheat No Soy, Non-GMO, Human-Grade, Sensitive Digestion, With Grain",Annamaet Original Puppy Dry Dog Food,"Chicken Meal, Brown Rice, Millet, Pearled Barley, Rolled Oats, Chicken Fat (Preserved with Mixed Tocopherols), Menhaden Fish Meal, Dried Beet Pulp, Flax Seed Meal, Dried Apples, Natural Flavor, Menhaden Oil (Preserved with Mixed Tocopherols), Brewers Dried Yeast, Lecithin, Dried Chicory Root, Dried Blueberries, Dried Cranberries, Salt, DL Methionine, L-Lysine, Taurine, Lactobacillus Acidophilus Fermentation Product Dehydrated, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Calcium Carbonate, Niacin Supplement, Biotin, Thiamine Mononitrate, L-Carnitine, d-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin A Acetate, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid, Choline Chloride, Potassium Chloride, Zinc Proteinate, Betaine Anhydrous, Iron Proteinate, Selenium Yeast, Copper Proteinate, Manganese Proteinate, Calcium Iodate, Yucca Schidigera Extract.",89.0,4.3,36.0,"Human-Grade, Non-GMO",,,,,,,,,,,,,,,,,
